604,Parente & Brian Snõddy,['Hamletback Goliath'],['Hamletback Goliath']
210,Ryan Yee,"['Yoked Ox', 'Theros', 'Magic: The Gathering-Commander', 'Gatecrash', ""Dragon's Maze"", 'Dark Ascension', 'Magic 2011', 'Khans of Tarkir', 'Commander 2016', 'Commander 2015', 'Magic 2013', 'Journey into Nyx', 'Commander Anthology', 'Commander 2017', 'Commander 2013 Edition', 'Magic 2014 Core Set', 'Fate Reforged', 'Rivals of Ixalan', 'Born of the Gods', 'Avacyn Restored', 'Innistrad', 'Dominaria', 'Dragons of Tarkir', 'Aether Revolt', 'Scars of Mirrodin', 'Commander 2014', 'Eldritch Moon', 'Kaladesh', 'Conspiracy: Take the Crown', 'Amonkhet', 'Hour of Devastation', 'Ixalan', 'Shadows over Innistrad', 'Magic 2012', 'Magic Origins', 'Magic 2015 Core Set']","['Yoked Ox', ""Thassa's Bounty"", 'Command Tower', 'Leyline Phantom', 'Gateway Shade', 'Ascended Lawmage', 'Predator Ooze', 'Chalice of Life', 'Chalice of Death', 'Phantom Beast', 'Fire Servant', 'Dig Through Time', 'Kheru Dreadmaw', 'Command Tower', 'Caller of the Pack', 'Ghostblade Eidolon', 'Blood Bairn', 'Command Tower', 'Clock of Omens', 'Eidolon of Rhetoric', 'Pull from the Deep', 'Forgeborn Oreads', 'Hall of Triumph', 'Blood Bairn', 'Caller of the Pack', 'Command Tower', 'Command Tower', 'Command Tower', 'Blood Bairn', 'Douse in Gloom', 'Fruit of the First Tree', 'Exultant Skymarcher', 'Ghostblade Eidolon', 'Fleeting Distraction', 'Snare the Skies', 'Bladed Bracers', 'Paraselene', 'Endless Ranks of the Dead', 'Ancient Grudge', 'Harvest Pyre', 'Moonmist', 'Broken Bond', ""Multani, Yavimaya's Avatar"", 'Anafenza, Kin-Tree Spirit', ""Silumgar's Scorn"", 'Shape the Sands', 'Gifted Aetherborn', ""Renegade's Getaway"", 'Molten Psyche', 'Benevolent Offering', 'Geist of the Lonely Vigil', 'Contingency Plan', 'Die Young', 'Live Fast', 'Fleeting Distraction', 'Ascended Lawmage', 'Vizier of Many Faces', 'Pride Sovereign', 'Manalith', ""Lookout's Dispersal"", 'Moorland Drifter', 'Relentless Dead', 'Phantasmal Bear', 'Yoked Ox', 'Disperse', 'Necromantic Summons', 'Shadows of the Past', 'Kapsho Kitefins']"
346,Efrem Palacios,"[""Garruk's Companion"", 'Commander 2016', 'Commander 2013 Edition', 'Dragons of Tarkir', 'Scars of Mirrodin', 'Magic: The Gathering—Conspiracy', 'New Phyrexia', 'Mirrodin Besieged', 'Magic 2012']","[""Garruk's Companion"", 'Thrummingbird', 'Gruul Signet', 'Slice in Twain', 'Tail Slash', 'Tread Upon', 'Steady Progress', 'Thrummingbird', 'Contagious Nim', 'Slice in Twain', 'Snapsail Glider', 'Lead the Stampede', 'Shriek Raptor', 'Ogre Resister', 'Lead the Stampede', 'Plague Myr', ""Garruk's Companion""]"
112,James Wong,"['Chronozoa', 'Planar Chaos', 'Planechase 2012 Edition', 'Planechase Anthology', 'Guildpact']","['Chronozoa', 'Reality Acid', 'Silhana Ledgewalker', 'Silhana Ledgewalker', 'Silhana Ledgewalker']"
158,Tim Hildebrandt,"['Carnivorous Death-Parrot', 'Unhinged', 'Judgment', 'Mirrodin', 'Magic 2011', 'Commander 2016', 'Darksteel', 'Scourge', 'Magic 2010', 'Planechase', 'Saviors of Kamigawa', 'Magic 2014 Core Set', 'Vanguard', 'Champions of Kamigawa', 'Ravnica: City of Guilds', 'Betrayers of Kamigawa', 'Tenth Edition', 'Time Spiral ""Timeshifted""', 'Eighth Edition', 'Guildpact', 'Legions', 'Fifth Dawn', 'Magic 2012', 'Magic 2015 Core Set']","['Carnivorous Death-Parrot', 'Flaccify', 'Grave Consequences', 'Arrest', 'Shatter', 'Sun Droplet', 'Naturalize', 'Order', 'Chaos', 'Steelshaper Apprentice', 'Fangren Firstborn', 'Trinisphere', 'Daru Warchief', 'Recuperate', 'Brain Freeze', 'Goblin Warchief', 'Shatter', 'Naturalize', 'Withered Wretch', 'Order', 'Chaos', 'Choice of Damnations', ""Godo's Irregulars"", ""Dosan's Oldest Chant"", 'Ebony Owl Netsuke', 'Naturalize', 'Goblin Warchief Avatar', 'Thief of Hope', 'Wear Away', 'Reito Lantern', 'Screeching Griffin', 'Boros Signet', 'Dimir Signet', 'Ward of Piety', 'Skullmane Baku', 'Shuko', 'Naturalize', 'Withered Wretch', 'Naturalize', 'Gruul Signet', 'Orzhov Signet', 'Sword of the Paruns', 'Aven Redeemer', 'Beacon of Destiny', 'Gempalm Avenger', 'Withered Wretch', 'Gempalm Strider', ""Steelshaper's Gift"", 'Rain of Rust', 'Krark-Clan Ironworks', 'Lantern of Insight', 'Naturalize', 'Naturalize']"
617,Diana Vick,"['Reinforcements', 'Alliances']","['Reinforcements', 'Reinforcements']"
241,Marc Fishman,"['March of Souls', 'Planeshift', ""Urza's Destiny"", 'Seventh Edition', 'Prophecy', 'Invasion', 'Odyssey', 'Eighth Edition']","['March of Souls', 'Escape Routes', 'Cloud Cover', 'Scent of Cinder', 'Wild Colos', 'Angelic Page', 'Bereavement', 'Compost', 'Wall of Vipers', 'Blinding Light', 'Blazing Specter', 'Mind Burst', 'Engulfing Flames', 'Angelic Page']"
308,Susan Van Camp,"['Desert Twister', 'Revised Edition', 'Mirage', 'Tempest', 'Fifth Edition', 'Legends', 'Archenemy', 'Fourth Edition', 'Arabian Nights', 'Homelands', 'Classic Sixth Edition', 'Fallen Empires', 'Time Spiral ""Timeshifted""', 'Alliances']","['Desert Twister', 'Magnetic Mountain', 'Mijae Djinn', 'Waiting in the Weeds', 'Wellspring', 'Darkling Stalker', 'Meditate', 'Thalakos Dreamsower', 'Wind Dancer', 'Natural Spring', 'Ancient Runes', 'Jackal Pup', 'Desert Twister', 'Whirling Dervish', 'Wyluli Wolf', 'Glyph of Doom', 'Transmutation', 'Glyph of Delusion', 'Psychic Purge', 'Glyph of Reincarnation', 'Whirling Dervish', 'Blazing Effigy', 'Glyph of Destruction', 'Equinox', 'Glyph of Life', 'Swamp', 'Swamp', 'Swamp', 'Desert Twister', 'Whirling Dervish', 'Magnetic Mountain', 'Old Man of the Sea', 'Desert Twister', 'Wyluli Wolf', 'Wyluli Wolf', 'Magnetic Mountain', 'Mijae Djinn', 'Veldrane of Sengir', 'Reveka, Wizard Savant', 'Sea Sprite', 'Faerie Noble', 'Willow Faerie', 'Willow Faerie', 'Willow Priestess', 'Waiting in the Weeds', 'Wyluli Wolf', 'Hymn to Tourach', 'Vodalian Knights', 'Vodalian Mage', 'Vodalian Soldiers', 'Elvish Hunter', 'Spore Cloud', 'Orcish Spy', 'Combat Medic', 'Whirling Dervish', 'Elvish Bard', 'Gift of the Woods', 'Gift of the Woods', 'Tornado', ""Varchild's War-Riders""]"
603,Paul Chadwick,['Fathom Trawl'],['Fathom Trawl']
590,Stephanie Law,"['Sunscape Apprentice', 'Invasion']","['Sunscape Apprentice', 'Temporal Distortion', 'Scouting Trek']"
30,Chris J. Anderson,"['Sunspring Expedition', 'Planechase', 'Future Sight', 'Planechase Anthology']","['Sunspring Expedition', 'Lethe Lake', 'River of Tears', 'Lethe Lake']"
372,Harold McNeill,"['Fog', 'Mirage', 'Tempest', 'Fifth Edition', 'Legends', 'Visions', 'Ice Age', 'Fourth Edition', 'Classic Sixth Edition', 'Time Spiral ""Timeshifted""']","['Fog', 'Dazzling Beauty', 'Wall of Resistance', 'Circle of Protection: Black', 'Circle of Protection: Blue', 'Circle of Protection: Green', 'Circle of Protection: Red', 'Circle of Protection: Shadow', 'Circle of Protection: White', 'Ray of Command', 'Soul Barrier', 'Sylvan Library', 'Alabaster Potion', 'Relic Barrier', 'Darkness', 'Nether Void', 'Flash Counter', 'Invoke Prejudice', 'Sylvan Library', 'Caverns of Despair', 'Wall of Opposition', 'Alabaster Potion', 'Knight of the Mists', 'Infinite Hourglass', 'Errant Minion', 'Ray of Command', 'Soul Barrier', 'Forgotten Lore', 'Death Ward', 'Enduring Renewal', 'Lightning Blow', 'Sylvan Library', 'Alabaster Potion', 'Fog', 'Enduring Renewal', 'Darkness']"
505,Bryan Talbot,"['Phyrexian Walker', 'Visions', 'Weatherlight']","['Phyrexian Walker', ""Kaervek's Spite"", 'Impulse', 'Straw Golem', 'Barrow Ghoul', 'Necratog', 'Mana Chains', 'Tolarian Entrancer']"
403,Josu Hernaiz,"['Ikra Shidiqi, the Usurper', 'Commander 2016', 'Battle for Zendikar', 'Rivals of Ixalan', 'Dominaria', 'Eldritch Moon', 'Kaladesh', 'Conspiracy: Take the Crown', 'Amonkhet', 'Hour of Devastation', 'Ixalan', 'Shadows over Innistrad', 'Magic Origins']","['Ikra Shidiqi, the Usurper', 'Thrasios, Triton Hero', 'Angelic Gift', 'Hagra Sharpshooter', 'Veteran Warleader', 'Swab Goblin', 'Knight of New Benalia', ""Curator's Ward"", 'Relic Runner', 'Niblis of Frost', 'Strange Augmentation', 'Ambitious Aetherborn', 'Noble Banneret', 'Vizier of Tumbling Sands', 'Pathmaker Initiate', 'Spring', 'Mind', 'Mummy Paramount', 'Sunscourge Champion', 'Oasis Ritualist', 'Avid Reclaimer', 'Siren Stormtamer', 'Watertrap Weaver', 'Fathom Fleet Cutthroat', 'Swashbuckling', 'Unfriendly Fire', 'Verdant Rebirth', 'Ghostly Wings', 'Sleep Paralysis', ""Ulrich's Kindred"", 'Healing Hands']"
357,Cliff Nielsen,"['Breathstealer', 'Mirage', 'Visions', 'Classic Sixth Edition', 'Weatherlight']","['Breathstealer', 'Feral Shadow', 'Spirit of the Night', 'Urborg Panther', 'Blanket of Night', 'Serenity', 'Feral Shadow', 'Urborg Stalker', 'Ophidian', 'Paradigm Shift', 'Boiling Blood', 'Serenity']"
464,Song Shikai,"['Borrowing 100,000 Arrows', 'Commander 2013 Edition']","['Borrowing 100,000 Arrows', 'Borrowing 100,000 Arrows', 'Brilliant Plan']"
268,Erica Yang,"['Grove of the Dreampods', 'Magic: The Gathering-Commander', 'Khans of Tarkir', 'Magic 2013', 'Magic 2014 Core Set', 'Avacyn Restored', 'Innistrad', 'Explorers of Ixalan', 'Scars of Mirrodin', 'Rise of the Eldrazi', 'Commander 2014', 'Planechase Anthology', 'Conspiracy: Take the Crown', 'New Phyrexia', 'Mirrodin Besieged', 'Magic Origins', 'Magic 2015 Core Set']","['Grove of the Dreampods', 'Flusterstorm', 'Vow of Flight', 'Abomination of Gudul', 'Villainous Wealth', 'Altar of the Brood', 'Vile Rebirth', 'Flinthoof Boar', 'Ring of Evos Isle', 'Ring of Kalonia', 'Ring of Thune', 'Ring of Valkas', 'Ring of Xathrid', 'Charging Griffin', 'Vile Rebirth', 'Nearheath Pilgrim', 'Outwit', 'Gang of Devils', 'Scalding Devil', 'Gutter Grime', 'Vow of Flight', 'Untamed Might', 'Darksteel Sentinel', 'Vector Asp', ""Nomads' Assembly"", 'Soulbound Guardians', 'Nirkana Cutthroat', 'Wildheart Invoker', 'Malicious Affliction', 'Spoils of Blood', ""Nomads' Assembly"", 'Grove of the Dreampods', 'Gang of Devils', 'Dispatch', 'Mental Misstep', 'Grim Affliction', 'Quicksilver Geyser', 'Metallic Mastery', 'Shriekhorn', 'Charging Griffin', 'Pillar of Light']"
224,Chase Stone,"[""Mogis's Marauder"", 'Theros', 'Gatecrash', ""Dragon's Maze"", 'Khans of Tarkir', 'Commander 2016', 'Commander 2015', 'Magic 2013', 'Journey into Nyx', 'Battle for Zendikar', 'Commander 2017', 'Magic 2014 Core Set', 'Oath of the Gatewatch', 'Fate Reforged', 'Rivals of Ixalan', 'Born of the Gods', 'Dominaria', 'Dragons of Tarkir', 'Aether Revolt', 'Return to Ravnica', 'Commander 2014', 'Magic: The Gathering—Conspiracy', 'Eldritch Moon', 'Kaladesh', 'Amonkhet', 'Ixalan', 'Shadows over Innistrad', 'Magic Origins', 'Magic 2015 Core Set']","[""Mogis's Marauder"", 'Labyrinth Champion', ""Karametra's Acolyte"", 'Satyr Hedonist', 'Sylvan Caryatid', 'Polis Crusher', 'Bomber Corps', 'Experiment One', 'Zameck Guildmage', 'Master of Cruelties', 'Mirko Vosk, Mind Drinker', 'Plasm Capture', 'Sage-Eye Harrier', 'Singing Bell Strike', 'Bloodfire Mentor', 'Hooded Hydra', 'Sage of the Inward Eye', ""In Garruk's Wake"", 'Experiment One', 'Xathrid Gorgon', 'Extinguish All Hope', 'Twinflame', 'Bane of Bala Ged', 'Void Winnower', 'Eldrazi Skyspawner', 'Murk Strider', 'Dispel', 'Grovetender Druids', ""Teferi's Protection"", 'Ojutai, Soul of Winter', 'Steelform Sliver', 'Seismic Stomp', 'Groundshaker Sliver', 'Dimensional Infiltrator', 'Gravity Negator', 'Essence Depleter', 'Inverter of Truth', 'Pressure Point', 'Smoldering Efreet', 'Ojutai, Soul of Winter', 'Ghalta, Primal Hunger', 'Flitterstep Eidolon', ""Karametra's Favor"", 'Setessan Starbreaker', 'Karn, Scion of Urza', 'Zhalfirin Void', 'Learn from the Past', 'Dragonlord Ojutai', 'Reverse Engineer', 'Dark Intimations', 'Planar Bridge', 'Crosstown Courier', 'Dispel', 'Voidwielder', ""Assassin's Strike"", 'Deadbridge Goliath', 'Carnival Hellsteed', 'Risen Sanctuary', 'Feldon of the Third Path', 'Chartooth Cougar', 'Spreading Flames', 'Forest', 'Oketra the True', 'Kefnet the Mindful', 'Bontu the Glorified', 'Hazoret the Fervent', 'Rhonas the Indomitable', ""Ixalan's Binding"", 'Always Watching', 'Odric, Lunarch Marshal', 'Merciless Resolve', ""Tamiyo's Journal"", 'Exquisite Firecraft', 'Jace, the Living Guildpact', ""In Garruk's Wake"", 'Yisan, the Wanderer Bard']"
565,David Hudnut,"['Phosphorescent Feast', 'Future Sight']","['Phosphorescent Feast', 'Grove of the Burnwillows']"
104,Michael Phillippi,"['Heroes Remembered', 'Time Spiral', 'Unstable', 'Future Sight', 'Ravnica: City of Guilds', 'Coldsnap']","['Heroes Remembered', 'Icatian Crier', 'Truth or Tale', 'Durkwood Tracker', 'Spell Suck', 'Hazmat Suit (Used)', 'Sly Spy (a)', 'Sly Spy (b)', 'Sly Spy (c)', 'Sly Spy (d)', 'Sly Spy (e)', 'Sly Spy (f)', 'Snickering Squirrel', 'Take Possession', 'Skirk Ridge Exhumer', 'Ravaging Riftwurm', 'Light of Sanction', 'Drift of Phantasms', 'Autochthon Wurm', 'Darien, King of Kjeldor', 'Kjeldoran War Cry']"
515,Michael Danza,"['Fireblast', 'Visions']","['Fireblast', 'Tremor', 'Corrosion']"
43,Trevor Claxton,"['Shoal Serpent', 'Zendikar', 'Theros', 'Planechase 2012 Edition', 'Magic: The Gathering-Commander', 'Gatecrash', 'Alara Reborn', 'Dark Ascension', 'Commander 2016', 'Commander 2015', 'Magic 2013', 'Magic 2010', 'Commander 2017', 'Magic 2014 Core Set', 'Worldwake', 'Shards of Alara', 'Avacyn Restored', 'Return to Ravnica', 'Rise of the Eldrazi', 'Commander 2014', 'Planechase Anthology', 'Conflux', ""Commander's Arsenal"", 'Magic 2015 Core Set']","['Shoal Serpent', 'Tanglesap', 'Mnemonic Wall', ""Nylea's Disciple"", 'Kharasha Foothills', 'Gluttonous Slime', 'Nest Invader', 'Chain Reaction', 'Chaos Warp', 'Necrogenesis', 'Angelic Edict', 'Ogre Slumlord', 'Forced Adaptation', 'Mycoid Shepherd', 'Morbid Bloom', 'Drastic Revelation', 'Grixis Grimblade', 'Burning Oil', 'Chaos Warp', 'Necrogenesis', 'Chain Reaction', 'Hellion Crucible', 'Ball Lightning', 'Ant Queen', 'Consuming Vapors', 'Chaos Warp', 'Bonescythe Sliver', 'Barrage of Expendables', 'Thorncaster Sliver', 'Manaweft Sliver', 'Vapor Snare', 'Chain Reaction', 'Scavenger Drake', 'Bloodpyre Elemental', 'Volcanic Submersion', 'Savage Hunger', 'Necrogenesis', 'Demonic Rising', 'Drainpipe Vermin', 'Gatecreeper Vine', 'Consuming Vapors', 'Suffer the Past', 'Spawning Breath', 'Nest Invader', 'Warmonger Hellkite', 'Chaos Warp', 'Kharasha Foothills', 'Gluttonous Slime', 'Nest Invader', 'Drag Down', 'Gluttonous Slime', 'Goblin Outlander', 'Chaos Warp', 'Diffusion Sliver']"
124,Fred Hooper,"['Guardian of the Guildpact', 'Dissension']","['Guardian of the Guildpact', 'Enemy of the Guildpact', 'Flame-Kin War Scout', 'Rain of Gore']"
614,Cos Koniotis,"['Mindculling', 'New Phyrexia', 'Mirrodin Besieged']","['Mindculling', 'Leeching Bite', 'Necropouncer', 'Septic Rats']"
463,Nicola Leonard,"['Scorched Earth', 'Legends', 'Visions', 'Ice Age', 'Ninth Edition', 'Homelands', 'Time Spiral ""Timeshifted""', 'Alliances']","['Scorched Earth', 'Reset', 'The Tabernacle at Pendrell Vale', 'Karakas', 'Tolaria', 'Summer Bloom', 'Soul Kiss', 'Mystic Might', 'Sleight of Mind', 'Hot Springs', ""Arenson's Aura"", 'Green Scarab', 'Karplusan Forest', 'Summer Bloom', ""Joven's Tools"", ""Baki's Curse"", 'Giant Oyster', 'Roots', 'Serra Aviary', 'Giant Oyster', 'Swamp Mosquito', ""Ashnod's Cylix"", 'Swamp Mosquito', 'Swamp Mosquito']"
491,Shreya Shetty,"['Hungry Lynx', 'Aether Revolt', 'Amonkhet', 'Hour of Devastation', 'Ixalan']","['Hungry Lynx', 'Wind-Kin Raiders', 'Scrounging Bandar', 'Binding Mummy', 'Harsh Mentor', 'Harvest Season', 'Nimble Obstructionist', 'Ruin Rat', 'Favorable Winds', 'Blossom Dryad', ""Tishana's Wayfinder"", 'Waker of the Wilds']"
448,Iain McCaig,"['Silklash Spider', 'Commander Anthology', 'Commander 2013 Edition', 'Ninth Edition', 'Onslaught', 'Commander 2014', 'Eldritch Moon', 'Conspiracy: Take the Crown', 'Shadows over Innistrad']","['Silklash Spider', 'Silklash Spider', 'Silklash Spider', 'Silklash Spider', 'Ironfist Crusher', 'Fleeting Aven', 'Graxiplon', 'Snapping Thragg', 'Barkhide Mauler', 'Silklash Spider', 'Silklash Spider', ""Mind's Dilation"", 'Caller of the Untamed', 'Mad Prophet']"
154,Stephen Daniele,"['Ambiguity', 'Unhinged', 'Commander 2015', 'Tempest', 'Commander Anthology', 'Stronghold', ""Urza's Saga"", 'Commander 2013 Edition', 'Exodus', 'Commander 2014', 'Tenth Edition', 'Eighth Edition']","['Ambiguity', 'Number Crunch', 'Stroke of Genius', 'Polluted Mire', 'Slippery Karst', 'Counterspell', 'Pincher Beetles', 'Firefly', 'Flowstone Wyvern', 'Sandstone Warrior', 'Stalking Stones', 'Polluted Mire', 'Slippery Karst', 'Brush with Death', 'Duct Crawler', 'Hammerhead Shark', 'Warrior en-Kor', 'Academy Researchers', 'Arcane Laboratory', 'Stroke of Genius', 'Sunder', 'Contamination', 'Rain of Filth', 'Anaconda', ""Gaea's Bounty"", 'Spreading Algae', 'Polluted Mire', 'Slippery Karst', 'Tolarian Academy', 'Slippery Karst', 'Killer Whale', ""Volrath's Dungeon"", 'Manabond', 'Rootwater Alligator', 'Spike Hatcher', 'Stroke of Genius', 'Polluted Mire', 'Slippery Karst', 'Academy Researchers', 'Duct Crawler', 'Pincher Beetles', 'Spreading Algae']"
206,Wesley Burt,"['Setessan Battle Priest', 'Theros', 'Gatecrash', ""Dragon's Maze"", 'Khans of Tarkir', 'Magic 2013', 'Journey into Nyx', 'Battle for Zendikar', 'Commander Anthology', 'Commander 2017', 'Magic 2014 Core Set', 'Oath of the Gatewatch', 'Fate Reforged', 'Born of the Gods', 'Avacyn Restored', 'Dominaria', 'Dragons of Tarkir', 'Aether Revolt', 'Return to Ravnica', 'Commander 2014', 'Archenemy: Nicol Bolas', 'Eldritch Moon', 'Kaladesh', 'Conspiracy: Take the Crown', 'Amonkhet', 'Ixalan', 'Shadows over Innistrad', 'Magic Origins', 'Magic 2015 Core Set']","['Setessan Battle Priest', 'Dissolve', 'Boon Satyr', 'Reverent Hunter', 'Guardian of the Gateless', 'Elusive Krasis', 'Shambleshark', 'Jelenn Sphinx', 'Dragon-Style Twins', 'Longshot Squad', 'Savage Punch', 'Rhox Faithmender', 'Dakra Mystic', 'Natural Connection', 'Tajuru Stalwart', 'Elvish Mystic', 'Mercurial Chemister', 'Fiendslayer Paladin', 'Vampire Warlord', 'Elvish Mystic', 'Oath of Gideon', 'Oath of Jace', 'Oath of Chandra', 'Oath of Nissa', 'Sandsteppe Outcast', 'Mindscour Dragon', 'Mindreaver', 'Weight of the Underworld', ""Ephara's Enlightenment"", 'Lunar Mystic', 'Stonewright', 'Oath of Teferi', 'Surrak, the Hunt Caller', 'Baral, Chief of Compliance', 'Oath of Ajani', 'Selesnya Sentry', 'Skyline Predator', 'Mercurial Chemister', 'Elvish Mystic', 'Fiendslayer Paladin', 'Deploy the Gatewatch', 'Oath of Liliana', 'Splendid Reclamation', 'Attune with Aether', 'Guardian of the Gateless', 'Renewed Faith', 'Perilous Voyage', 'Accursed Witch', 'Infectious Curse', 'Anguished Unmaking', 'Weight of the Underworld', 'Nissa, Vastwood Seer', 'Nissa, Sage Animist', 'Indulgent Tormentor', 'Elvish Mystic']"
335,Mitch Cotie,"['Etherium Abomination', 'Shards of Alara', 'Champions of Kamigawa', 'Guildpact']","['Etherium Abomination', 'Fire-Field Ogre', 'Samurai Enforcers', 'Waking Nightmare', ""Nature's Will"", 'Parallectric Feedback', 'Wurmweaver Coil']"
27,Kekai Kotaki,"['Shepherd of the Lost', 'Zendikar', 'Planechase 2012 Edition', 'Magic 2011', 'Magic 2013', 'Worldwake', 'Rise of the Eldrazi', 'Commander 2014', 'Planechase Anthology', 'Mirrodin Besieged', 'Magic 2012', 'Magic Origins']","['Shepherd of the Lost', 'Lorthos, the Tidemaker', 'Murasa Pyromancer', 'Shatterskull Giant', 'Furnace Layer', 'Grand Ossuary', 'Windriddle Palaces', ""Autumn's Veil"", ""Gaea's Revenge"", 'Sphinx of Uthuun', 'Cathedral of War', 'Join the Ranks', 'Ikiral Outrider', 'Time of Heroes', 'Corpsehatch', 'Curse of Wizardry', 'Lord of Shatterskull Pass', 'Lorthos, the Tidemaker', 'Sphinx of Uthuun', 'Furnace Layer', 'Grand Ossuary', 'Windriddle Palaces', 'Accorder Paladin', 'Razorfield Rhino', 'Sphinx of Uthuun', ""Autumn's Veil"", ""Gaea's Revenge""]"
468,Erica Gassalasca-Jape,"['Fatal Mutation', 'Scourge']","['Fatal Mutation', 'Ancient Ooze']"
266,Mark Hyzer,"['Bloodhill Bastion', 'Alara Reborn', 'Magic 2011', 'Shards of Alara', 'Archenemy', 'Planechase Anthology', 'Conflux']","['Bloodhill Bastion', 'Brainbite', 'Demonspine Whip', 'Juggernaut', 'Kederekt Leviathan', 'Corpse Connoisseur', 'Kederekt Creeper', 'Corpse Connoisseur', 'Bloodhill Bastion', 'Corrupted Roots', 'Dreadwing']"
188,Alan Rabinowitz,"['World-Bottling Kit', 'Mirage', 'Darksteel', 'Fifth Edition', 'Magic 2014 Core Set', 'Visions', 'Ninth Edition', 'Prophecy', 'Invasion', 'Homelands', 'Classic Sixth Edition', 'Eighth Edition', 'Nemesis', 'Alliances', 'Weatherlight', 'Mercadian Masques']","['World-Bottling Kit', 'Hakim, Loreweaver', 'Reality Ripple', 'Armor of Thorns', 'Canopy Dragon', 'Unseen Walker', 'Sirocco', ""Mangara's Equity"", 'Zuberi, Golden Feather', 'Cadaverous Bloom', 'Discordant Spirit', 'Magnetic Flux', 'Gauntlets of Chaos', 'Boomerang', ""Nature's Lore"", 'Time Ebb', ""Teferi's Realm"", 'Heat Wave', 'Zhalfirin Crusader', 'Groundskeeper', ""Alexi's Cloak"", 'Well of Discovery', 'Sunscape Master', 'Collective Restraint', 'Elfhame Sanctuary', 'Wall of Kelp', 'Ambush', 'Evaporate', 'Aysen Bureaucrats', 'Aysen Bureaucrats', 'Leeches', 'Library of Lat-Nam', 'Dense Foliage', 'Unseen Walker', 'Boomerang', 'Trickster Mage', 'Shield Sphere', 'Soldevi Sentry', 'Soldevi Sentry', 'Library of Lat-Nam', 'Spiny Starfish', 'Agent of Stromgald', 'Agent of Stromgald', 'Chaos Harlequin', 'Dense Foliage', 'Uktabi Efreet', 'Groundskeeper', 'Sandstone Needle']"
134,Nick Percival,"['Simic Ragworm', 'Dissension', 'Magic: The Gathering-Commander', 'Commander Anthology', 'Magic 2010', 'Commander 2013 Edition', 'Ninth Edition', 'Ravnica: City of Guilds', 'Coldsnap', 'Tenth Edition', 'Guildpact']","['Simic Ragworm', 'Leafdrake Roost', 'Izzet Chronarch', 'Leafdrake Roost', 'Megrim', 'Leafdrake Roost', 'Air Elemental', 'Megrim', 'Benevolent Ancestor', 'Moonlight Bargain', 'Sadistic Augermage', 'Psychic Drain', 'Krovikan Whispers', 'Earthen Goo', 'Megrim', 'Cryptwailing', 'Revenant Patriarch', 'Izzet Chronarch']"
350,Ian Miller,"['Horrible Hordes', 'Mirage', 'Fifth Edition', 'Visions', 'Classic Sixth Edition', 'Weatherlight']","['Horrible Hordes', 'Blighted Shaman', ""Kaervek's Hex"", 'Restless Dead', 'Kukemssa Serpent', 'Taniwha', 'Brushwagg', 'Mindbender Spores', 'Barreling Attack', 'Crimson Roc', 'Pearl Dragon', 'Rock Basilisk', 'Ankh of Mishra', 'Skull Catapult', 'Blight', 'Drudge Skeletons', 'Pit Scorpion', 'Sea Serpent', 'Johtull Wurm', 'Triangle of War', 'Shrieking Drake', 'Righteous War', 'Viashivan Dragon', 'Pearl Dragon', 'Blight', 'Blighted Shaman', 'Drudge Skeletons', 'Ankh of Mishra', 'Skull Catapult', 'Odylic Wraith']"
